0,1,2,3,4,5,6,7,8,9,10
"[0.3530870400154142, 1.4288420213985105]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-1.0336519150258126, 0.14945611730387587]","[-1.579163199979386, -0.4391144329594836]","[-0.5781994496073384, 0.8768576350317522]","[-0.9715970547504622, 1.8312213979200527]","[-0.7818751531415796, 0.3921606090171351]","[-1.085169645370782, -0.0802187007682893]","[-1.4767363950017354, 1.0103646387542518]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[0.554194345942039, 2.8416719505669628]","[-0.9060070204778792, 0.1317013774271496]","[-1.4447898680960998, 0.6094132554414565]","[-1.7411088379881126, 1.7181535347680144]","[0.4463637361393268, 2.198684656467635]","[-1.4355047327103412, 1.9802013408488843]","[-0.8220400153051811, 0.866590366402734]","[0.1519095012625375, 1.8575890308666987]","[-1.1306727463352122, 0.009187276364884811]","[-1.8886365873419335, 10.0]"
"[0.0843541670293271, 1.195477061999398]","[-0.7627886916218736, 1.4788592214621719]","[-0.8431810114693012, 2.4722834939987566]","[-1.679368145037429, 2.4104053634400224]","[0.2287438675529896, 2.183831447550692]","[-1.8983699700603205, 5.0]","[-1.3634971951548316, 1.9305303817347017]","[-0.2374490538863174, 2.5685602669362253]","[-1.4531528114240044, 0.6105282912830652]","[0.1904611325602631, 1.5336680203367519]","[-0.9714915004682888, 0.731514847843879]"
"[0.3617070517302194, 2.441355516140463]","[-1.8959374607576165, 1.860923845132794]","[-0.8516560355353225, 1.3257360109496616]","[-1.445150834741988, 2.6118685206583088]","[-1.878924958092792, 4.0]","[-1.6919252315200577, 2.246930004313154]","[-1.5301849244316696, 1.9687041906461324]","[-1.890105597825969, 7.0]","[-0.3226121353579665, 1.5575596378901064]","[-0.345106575355861, 1.4997884249157072]","[-1.8886365873419335, 10.0]"
"[-1.0957054044405536, 1.3583387777439166]","[-0.2684224027134931, 2.5753021922814434]","[-0.6138043360559307, 1.6366396034755837]","[-0.6203796696199958, 0.4434422066036988]","[-0.962769058775257, 0.6319423010323391]","[-1.5976471706583064, -0.5082648026353591]","[-1.2682894231212385, -0.25134967026337196]","[-1.1028918629160365, 1.8918422889515258]","[1.215924840857498, 2.281508648036877]","[0.4324546574386313, 1.8790152106968683]","[-0.3681131405501322, 1.4327634548586423]"
"[-1.8773369788574752, 1.916942970196784]","[-0.3353354841358361, 2.7977545827630497]","[-1.903740493650988, 2.0]","[0.1776444794129799, 1.3462152531932137]","[-0.955672831567326, 2.2390870686297006]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-0.897689854735336, 0.18140086595535876]","[0.3015041673884016, 2.363680742739852]","[0.350755832117311, 1.3724952876829155]","[0.0229744694742219, 1.383177484664927]"
"[-1.7023989832479884, 0.6932296231238944]","[0.665535353317226, 2.432303656439206]","[-1.7237931750189583, 2.57593168897131]","[-1.0598723828934096, 0.4892760763353037]","[-1.6872086014684338, 0.010118409844398824]","[-0.0753840666364513, 1.1186681192256271]","[-1.145689005697957, 0.6439080066684796]","[-0.828042245141326, 1.4661246921530937]","[-0.8980498945457648, 0.33704265448747917]","[-1.8708523255393112, 9.0]","[-1.5505948297577996, 1.5859858742039021]"
"[-0.5147904935797236, 1.1921570537160273]","[-0.2785215781860693, 1.8540536503632592]","[-1.903740493650988, 2.0]","[-0.3800423229242889, 1.591494229662449]","[-1.4768857804993325, 0.34179442277115635]","[-0.772076671132292, 1.7492434258562306]","[-1.664224904880679, 0.25227666371790414]","[-0.5082324042043878, 2.1401005136305757]","[-0.0895321499418111, 1.4931761558788315]","[-0.2134620772288903, 2.016726044313366]","[0.4818210784889675, 1.8572685923649637]"
"[-0.7918261674033867, 0.6842464260739993]","[-1.7326624821058707, -0.059453795050212976]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-1.5983479046529974, 1.3735960796730864]","[-1.055767391351517, 2.489845878643818]","[-1.564873292166831, -0.2412026780858889]","[0.0997608275309782, 2.145274479637451]","[-0.6661713062369945, 1.1783917471303516]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[-0.6016611284287348, 2.0411945284469013]","[-1.3724524989684737, 2.31231849399827]","[-1.6028605344322135, 0.20366348699413472]","[-0.699472311747846, 1.8110083449708048]","[-1.60364885383578, -0.37585512512376806]","[0.6534162121018005, 1.7939965985512842]","[0.0435449713421899, 1.6634305969916166]","[-1.890105597825969, 7.0]","[0.8966823030429466, 2.681012005293384]","[-0.795364180998956, 1.6637478830156534]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[-1.052770758200026, 0.22284822970200202]","[-1.0159957071516412, 1.166327306260869]","[-0.5524238007009826, 1.9022248481105168]","[-1.878924958092792, 4.0]","[-1.3705528954120587, 2.072836962115348]","[0.3120605596429994, 1.3781501008703418]","[-1.0566618470465738, 0.9287642473699363]","[-0.8078082315843705, 2.152517214278486]","[0.2422727573034351, 2.4485303670493193]","[-1.562685925741358, 2.1830570330360617]"
"[0.1886839470367082, 2.731523912486631]","[-1.0790606989672324, 0.3100235094741932]","[-1.903740493650988, 2.0]","[-0.8833769713164588, 0.1545250706860648]","[-0.8346277414665325, 0.24124626405390237]","[-0.0320149134651125, 1.6720477323174046]","[-0.9271727768104336, 1.6244781733779856]","[-0.3905445454954594, 0.8231588462877103]","[0.1327570624472025, 2.577426915359782]","[-0.5219025929925255, 0.6350969969701203]","[0.3969107294746418, 1.9200571723771334]"
"[-0.5384340499210789, 0.7736833349943829]","[-1.8959374607576165, 1.860923845132794]","[-0.8117566689285532, 2.1926747133460616]","[-1.883187343131268, 3.0]","[0.1082509218681855, 1.9600931402166908]","[-1.001912894600144, 1.1742189231933786]","[-0.8905247244790937, 0.7392876103664026]","[-0.4664421283756417, 0.8800613441259446]","[0.4970025410215269, 1.6060273076074]","[-0.8218515663596441, 1.5244855728364979]","[-1.8886365873419335, 10.0]"
"[-0.383993766985959, 1.4600806683775183]","[-1.3991374182769152, -0.3833842120398403]","[-0.736577961801346, 1.3222644774104328]","[0.2463905347801782, 1.8661763372418276]","[-0.4431791772963517, 2.4505859569917705]","[-1.8983699700603205, 5.0]","[-0.3775278698608266, 1.148759647901089]","[-1.1983385389099808, 1.3939294038270382]","[-1.6519903926802193, 0.9533364035596796]","[0.0009378037357574, 2.240860539901441]","[-1.4132485995263604, 1.3803637567544766]"
"[-0.7531937079721045, 1.4715763260433854]","[-1.7056623870673682, 1.9043894986639336]","[-1.315800015078742, 0.28926790638664146]","[-1.2957041750432812, 2.5357599581475148]","[1.0332206668618584, 2.5132550766413653]","[-1.1741037785317163, 0.7547607070840876]","[-0.9227578124261656, 0.9214159139368903]","[-1.128368459795298, 2.5561717349964517]","[-0.8933314659772112, 0.6467367263368031]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[1.043288642424977, 2.3523483184163063]","[0.4067163604802447, 2.1483755410612533]","[-1.820605390748133, -0.16776475971690008]","[0.2870291522593113, 2.6044348989931727]","[-0.4229414626722239, 0.6841921972608842]","[-1.0761620076253011, 1.7692373851947627]","[-0.8059695605185816, 2.1091894872137864]","[-0.3169440180107121, 2.3755771899498273]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-0.5937054272148167, 2.7197393269111023]"
"[-0.0190227993464012, 1.0994272498591422]","[0.1134089230697632, 2.423342237110595]","[-0.4853535400612615, 1.9167066515383309]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-1.4746763497953084, 2.696041100550008]","[1.069643659844113, 2.19475703159553]","[-1.890105597825969, 7.0]","[-1.205320428501094, 0.3462405838128416]","[-0.1890573221831221, 1.897634132917057]","[-0.4066707221038135, 2.564642947854211]"
"[-1.0016059656072744, 2.4684989861650912]","[1.2193482106521316, 2.667759745250346]","[-1.903740493650988, 2.0]","[-0.6921348497715126, 2.079650269517448]","[-0.6322305103786678, 2.341059505752929]","[-0.5362163958214209, 2.3337751717326602]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-1.7782890801734006, 0.5173389217403705]","[-1.8708523255393112, 9.0]","[0.7502495445909527, 2.496169212581627]"
"[-0.9283608151207694, 0.11788313640775605]","[-1.44653197145995, 0.9192687297266925]","[-1.321321364118686, 2.4135285005563936]","[-0.9221262936460136, 1.5056722471599178]","[0.0998958402869396, 1.5595750719023023]","[-1.62835465246762, 1.743570003640206]","[-1.5832427693452686, 0.8043425131548447]","[-1.3530696421758264, 1.14884498387001]","[-0.687622390820989, 2.5521798739832535]","[-0.538508075489312, 2.6873613585293086]","[-1.448146179765706, -0.1477263531214652]"
"[0.2331883368896913, 2.202282691319163]","[0.5460381746501471, 1.5748568347903085]","[-0.2561148623152175, 1.9086693928757645]","[-1.0976477569122836, 2.4393836718776245]","[-1.878924958092792, 4.0]","[-1.521704475123172, 2.53858271900955]","[-1.443874668464678, -0.35183337809697446]","[-1.2183960908682787, 2.328962096134275]","[-1.036261124173915, 2.293848122364849]","[-1.5057369391393869, -0.061204959818396576]","[-1.166940721070516, 1.8080487243869903]"
"[-1.8773369788574752, 1.916942970196784]","[-1.570626828275178, -0.36092969756407833]","[0.3841825930160389, 1.9496393992815833]","[0.9464015447583366, 2.629827422626278]","[-1.447276791825957, 2.2897150538755584]","[0.0123556724086766, 1.0319059567499893]","[-1.5139284811581706, 0.2646201804781624]","[1.4269950898460555, 2.5146577846357148]","[-1.8770450581862477, 8.0]","[-0.7031697642535983, 2.567677525609259]","[-1.5303630157100396, 0.04028167628494861]"
"[-0.7403645086965749, 0.6729518161421317]","[-1.8959374607576165, 1.860923845132794]","[-1.576830202692964, 0.7662368484982867]","[-0.5163980302143656, 1.0991330289844015]","[-0.3160067155372522, 0.7320249032572126]","[-0.0048278228869315, 2.3974104410689483]","[0.3634716588174941, 1.668126012541184]","[0.3253587014245102, 1.4693164228486204]","[-1.8770450581862477, 8.0]","[-1.4865381423909123, 1.01902412465042]","[-1.8886365873419335, 10.0]"
"[-0.2479499034819448, 2.308997097493056]","[1.1456769755091103, 2.518876733951572]","[-0.4985653801923315, 1.310477805811059]","[-0.7780258565326555, 0.733942249225308]","[0.0472042788109504, 2.4909284570979473]","[-1.860416358611968, 1.7546855425566452]","[-0.8761075949822789, 1.7128666008720006]","[-0.0396325902094279, 1.7906676287482575]","[-0.674536717304851, 0.5976659675941929]","[-1.488002572594603, -0.3472222325667711]","[-0.8602020871425187, 1.3382089832648132]"
"[-1.6679087257308665, 1.3036564926398264]","[-1.1592131082073125, 1.0234531302072392]","[-1.6421342608208442, 2.109479040892399]","[0.2368971717707881, 1.6374438017221185]","[-1.878924958092792, 4.0]","[-1.3051311825670389, 0.4056451193203977]","[-1.0873920722582184, 0.7939968623495982]","[-0.6442071359602283, 2.3808011475267183]","[-1.062507472047873, 0.512270166663059]","[0.3177947997194351, 2.106411130812737]","[0.253244215182727, 1.4265846912735187]"
"[0.7885603773732925, 1.8666218082089898]","[-0.3622153730831048, 0.8314520720861189]","[0.4065108682389776, 1.6012313866125325]","[0.4273246371526158, 2.624709405578667]","[-0.2767788020987339, 2.197132819032709]","[-1.8983699700603205, 5.0]","[-1.1058301014088607, 0.035345299818237974]","[1.061272808081244, 2.811029597067412]","[-1.8770450581862477, 8.0]","[0.2306041924208203, 2.6856386373020715]","[-1.5628918555227636, 2.205082882638303]"
"[0.2196092903242305, 1.8630506750622997]","[-0.710732747549345, 1.6040344320334148]","[-1.903740493650988, 2.0]","[-1.4731887296317128, 2.1780068550992526]","[-1.7435344366139274, -0.17894911819696535]","[-1.0884592988628847, -0.018158638945640293]","[-0.4038102914152058, 1.4493312478062828]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-0.7345162329196951, 1.677009885703351]","[-1.8886365873419335, 10.0]"
"[0.1105782243584383, 1.5914856012105987]","[-1.7156048516932796, 1.7004508267515763]","[-1.3926231653512864, 0.3934859472153489]","[-1.2388019092410236, 0.5440344193934493]","[0.2120164405193323, 1.8068709051138847]","[1.2292434339777492, 2.5919141909980485]","[-0.2682753889459529, 0.915500368271726]","[0.0484936547040508, 2.440377121964303]","[1.1441797065675428, 2.394877639276883]","[-1.4649371756120702, 1.440358313230714]","[-0.4955303407102716, 1.9578788007994286]"
"[-1.5860864900948126, 0.42395232756001766]","[-1.7387311701548505, 2.3761116177695962]","[-0.641526439761085, 0.9096040481227395]","[-1.1559742809804467, 0.31329019611414577]","[-0.6593480295338514, 0.5814226365821287]","[-1.5469545551592463, 1.8835297781207698]","[-1.891391774852884, 6.0]","[-0.9004941331495822, 1.1313308759823906]","[-1.7135367029957065, 0.6550655726395578]","[0.8334859478559328, 2.0874421426423213]","[-1.8886365873419335, 10.0]"
"[-1.0642398441563865, 1.352136312590698]","[-1.337084756339204, 0.9755351479004805]","[-0.9736310777154304, 0.26274850697712826]","[-0.8487907787164473, 2.3665180259968066]","[-1.159830061411367, 2.0626898779218568]","[-1.1978950849577628, 2.197893263448377]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-1.3057632745176715, 0.6936584076154642]","[-0.2441797699072005, 1.9395943715048356]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[-0.777151770297998, 0.834251687505574]","[-1.903740493650988, 2.0]","[0.9022248481105168, 2.3317618992998197]","[0.2734489450959704, 1.6386180728163753]","[-1.254959502220694, 2.072836962115348]","[-0.2034430816482085, 1.3781501008703418]","[-0.0712357526300637, 2.5575076174772544]","[-0.8078082315843705, 1.6151070558566438]","[0.2422727573034351, 1.3228175085348317]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[-1.3437855609935103, 0.39689770329401963]","[0.8051960919549008, 2.297032480743991]","[-1.4208844323243666, 0.2158131470233129]","[-0.0569898683646544, 1.398393500594502]","[-0.924337605339067, 0.37424005524647663]","[-1.373361290009822, 1.1011000501992254]","[-0.0377575600412401, 1.6291927403080333]","[-1.0121065431914564, 1.112850632232456]","[-1.099042194056246, 2.3806202956678675]","[-1.01391270639958, 1.0265014743743606]"
"[0.1433428924514925, 1.7236795692864326]","[-1.2889330945863782, 0.6434169210805076]","[-1.903740493650988, 2.0]","[-0.5253122020406105, 1.3790754195373098]","[-0.6598513952868661, 0.9080042102296801]","[0.2008690594362301, 2.07207853764607]","[-1.5462166407026603, 1.1151564738571142]","[-1.4758749631498025, 1.3885783845060642]","[-1.8770450581862477, 8.0]","[-1.2455030303176768, 0.2171610665113064]","[-1.0030423545481753, 0.9514254877071594]"
"[-1.8773369788574752, 1.916942970196784]","[1.2065140367635527, 2.4497693140827197]","[-1.263016936073594, 1.5308229501478916]","[-0.8004626171067638, 0.6336350346569761]","[-0.6669005626316921, 2.239044624344763]","[0.916616906427583, 2.0918926115071077]","[0.450132333020446, 2.068742140141694]","[-1.890105597825969, 7.0]","[0.4537053905543584, 1.6873653413135827]","[-1.8195037112462369, 0.7451173598558352]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[-0.2284269442528003, 1.842258561970365]","[-1.298819761685459, 2.164845616148719]","[-1.5642966999180032, -0.02108915698589331]","[-1.0620496329777886, 0.13603514177923315]","[-0.6321880186523492, 0.9139784339521254]","[-1.891391774852884, 6.0]","[0.3579877504252291, 2.14631784991861]","[-0.5836938985902311, 1.8719328833875148]","[-1.7356059651501905, 2.302143771519174]","[-1.8886365873419335, 10.0]"
"[-0.6644544144638271, 0.4009954397909824]","[-1.078785103229971, 2.023461149313996]","[-1.1681381581124926, 0.01084895359344995]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-0.7279098326292159, 1.872636107594051]","[-0.543037366154445, 1.9755634249814236]","[-0.1529659304419083, 0.9471447738851317]","[-1.1150553149087978, 1.3544381129004313]"
"[-0.4101403506178132, 2.308226821045949]","[-0.4255121314255786, 0.8648716757233292]","[-1.0900623225074249, 0.591841555847769]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-1.250584242442579, 0.8157608372424296]","[-0.1867580678384148, 2.3599857998197056]","[-1.1044597995645309, 1.4990377837220348]","[-0.9297480615832318, 1.8738230049601197]","[-1.250109903083359, 0.36997688084713964]","[-1.8886365873419335, 10.0]"
"[-0.2688421953104606, 1.9575852572743442]","[-0.9038835351478712, 2.4558776619279494]","[-0.1781561497178661, 2.793741207561554]","[0.6057164378318248, 1.7422720924734396]","[-1.2599719538655587, 0.11681129971062942]","[-1.4767547251590651, 2.5626437563188476]","[-1.891391774852884, 6.0]","[-1.3431026073860917, 1.033082294733409]","[-1.0096269346727802, 2.3527221256673476]","[-1.7022348087756456, 2.01047159195275]","[-0.3582781909192681, 1.3024755750282695]"
"[-1.3125543706371017, 1.2954993191434343]","[-0.7285976092730908, 1.0515970277235935]","[-1.2450441589844017, 0.7257346815967938]","[-1.707989128058058, 2.430663152767176]","[-0.0349201230538636, 1.1891359206149137]","[-1.8983699700603205, 5.0]","[-0.9794540269019958, 2.5293376938001506]","[1.205021211615284, 2.497846956461613]","[-1.578440552296238, 0.4853275445340355]","[-0.8347963278141881, 1.981657241094915]","[-1.4368219273928615, -0.2369772054432957]"
"[-1.566078910704776, 0.5283789682737413]","[-1.8436428121300488, 2.6684985470758504]","[1.3671943521999603, 2.367420104670007]","[0.7056986673453232, 2.430151778286007]","[-0.0571754589584316, 2.3891122356440464]","[-1.401249685951858, 1.9555226113888684]","[-1.2279959655296655, 1.7005755357501753]","[-1.890105597825969, 7.0]","[1.441842099841906, 2.560591035705823]","[-1.8708523255393112, 9.0]","[-0.7491554184416844, 0.30753124747260496]"
"[-1.3705555569845145, 1.9049159003862284]","[-1.2447594989898003, 0.25360677879344473]","[-1.903740493650988, 2.0]","[-1.6368770776944983, 1.3212199498844013]","[-1.878924958092792, 4.0]","[-1.2233246689700583, 0.285866503239359]","[-1.065569194183989, 1.6946529092649956]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-0.7207166019395562, 1.3633203452077336]","[0.5742561640699195, 2.0778529598378777]"
"[-0.581742729916445, 2.7600718911565574]","[-1.4743175506215735, 2.4171204159588626]","[-1.903740493650988, 2.0]","[0.1846320988065572, 1.822407220133683]","[-1.059966198374716, 1.5603685936122123]","[0.4619051912926611, 2.017553895527988]","[-1.566371823959238, 2.1553067496621896]","[-0.6578668697806554, 1.9916855499993318]","[-1.691953354064122, 0.6963204768983406]","[-1.5386214695645548, -0.38224776865894916]","[1.138838346067489, 2.632196126626156]"
"[-1.0087259418432002, 0.1961761724847707]","[-1.5944337593698543, 2.4087689869836977]","[-0.8524537540589994, 1.425858915371412]","[-0.9559899837579092, 1.328251107528446]","[-0.1601693067827502, 2.1481201433911847]","[-0.4634686618539286, 2.3956975476625146]","[-0.58479668101115, 2.7635000444631044]","[-1.1501821955996985, 2.383238942209149]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[0.0278059831267854, 1.6540436054672818]"
"[-1.6714755983396994, 2.8612290880356777]","[-1.5939683856816116, 1.055613013808456]","[-1.363250384998978, 1.9087305048949827]","[-0.4928001454701625, 2.0409155263309158]","[-1.6501427078857165, -0.23278199992521698]","[-0.1161515366457321, 1.10252137175429]","[0.6939412475204986, 2.5975868553260466]","[-1.890105597825969, 7.0]","[-1.2518737541314529, -0.05048415170667431]","[-0.1347199917513747, 1.8263582366790465]","[0.8137056883375066, 1.9316494845624952]"
"[-0.6956573219749163, 1.612600010875741]","[0.1266551172370996, 1.3099337129866948]","[-0.8589430598496374, 1.5907548361725887]","[-1.4840160766583534, 0.6075681130008774]","[0.0495582165260678, 2.037264704816767]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-1.4123198307949791, -0.2914495404617383]","[-1.8708523255393112, 9.0]","[1.0215785280896483, 2.2339398584735974]"
"[-1.8773369788574752, 1.916942970196784]","[-0.3604502046143764, 1.916784434292575]","[-0.7596773747094514, 1.8394931834314576]","[-1.3493005096945014, 0.06368353352408884]","[-1.878924958092792, 4.0]","[0.0495834229529182, 1.7766042388114927]","[0.7827596896462796, 2.367306857358686]","[-1.2446588074695617, 0.7014711056941597]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[0.22786939952626, 2.485641591825554]"
"[0.2432078288512135, 1.8008712226091554]","[-0.956056947338186, 2.6146757445480935]","[1.5380657780120823, 2.565641622804576]","[0.7732681268338033, 1.9403400409994496]","[-0.9238340577057376, 1.1860353764235565]","[-0.7164127673556221, 2.388653142055092]","[-0.9744079212445064, 1.7425190945000009]","[1.11491707793561, 2.5778976128444917]","[-1.2357816600842275, 2.5264336463879733]","[-0.2411820646821443, 2.314646628148604]","[-0.4508975941159502, 2.407395341360285]"
"[-0.552298794265921, 2.386323308766725]","[-1.1877713746065302, 0.19626622424196438]","[0.5183371400869362, 1.9757796950617827]","[-0.0446045684174674, 2.4317005483617686]","[-1.878924958092792, 4.0]","[-0.9867667042178756, 2.5389575473999058]","[-0.0280058479239459, 1.0832054591358746]","[-1.1962217440975096, 0.9464320447415615]","[-0.6290824876330092, 2.322167277385363]","[-0.7471130184523405, 1.1289537823753286]","[-1.6676925769622002, 0.9815557813706046]"
"[-1.8773369788574752, 1.916942970196784]","[0.6989094245764349, 2.0768440539805058]","[-1.903740493650988, 2.0]","[-1.1015404406968052, 2.1875809766517724]","[-1.5665015166896468, 0.40300287862001316]","[-0.2580777251846163, 2.507249093888743]","[-1.6609079764095955, 0.3756359748982403]","[-0.1410177028367591, 2.4857214869567597]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-0.5642354196474346, 2.1575640631135338]"
"[0.4720212734916415, 1.8609559365149826]","[-0.1931641690481791, 2.111193249474219]","[-0.3560833591849622, 0.9066455138110374]","[-1.1316195044516664, 2.1173365222054086]","[-0.9625924073325166, 0.09524234533491283]","[-1.6099492425796342, 0.9559947865861709]","[-1.1595294797701317, 2.4043254889569297]","[-1.469939031712623, 0.574561609862503]","[-1.522573608290657, 2.355911547941675]","[-0.939038585677196, 1.275548152382814]","[-1.3332698148289863, 0.6599567289125534]"
"[-1.8023251610980304, 2.546893686898973]","[-0.9703331799835956, 1.2379624356876517]","[-1.6006381621510817, 1.292377600260262]","[-1.883187343131268, 3.0]","[0.6445720489623313, 2.417555982553357]","[-1.8983699700603205, 5.0]","[-1.226495798915642, 2.384491541132294]","[-1.413727768408122, 0.8495605052448992]","[-1.7469930583451792, 1.8045497446319907]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[-0.2364094422457582, 2.0539574226601793]","[-1.4940877069249412, 0.04347831019379378]","[-1.878924958092792, 4.0]","[-1.56205345522326, 1.004266380031918]","[-0.2639259854018876, 1.3268510314867994]","[1.0015004817585182, 2.4146603355847542]","[-0.3133018091488801, 1.4331475540440246]","[-1.8708523255393112, 9.0]","[-1.6998752088310811, 0.5494158682729959]"
"[0.3725048610873984, 2.266983710120625]","[-1.8959374607576165, 1.860923845132794]","[1.1204302331553029, 2.189757921111853]","[-1.883187343131268, 3.0]","[-0.5083678920398319, 2.5183205125741677]","[-1.8983699700603205, 5.0]","[0.1900942629408533, 2.30984547908238]","[-1.427308499683002, 1.17753687895825]","[-1.8770450581862477, 8.0]","[-1.185445219676439, 1.7201222432445515]","[-0.9763318938429574, 1.0701174772417417]"
"[-1.3649537388601751, -0.29219535233814375]","[-1.8959374607576165, 1.860923845132794]","[0.7991186893434767, 2.44778419934342]","[-1.0910496111689838, 0.30396222802934747]","[-0.7448433468929744, 0.31781243034226647]","[0.1477730679198657, 1.9502269631490523]","[-1.891391774852884, 6.0]","[-1.0084707275973008, 0.2155225788507601]","[-1.617696973694307, 2.191032466118081]","[-0.6433448679639955, 1.0669998709794204]","[-1.0591543201357907, -0.04379344966247922]"
"[-1.2324977859160875, 0.39086034776125467]","[-1.0123480508893654, 1.6024057444409474]","[0.8160707879804017, 2.7092011141617505]","[-0.9092697552478476, 1.2106589809184125]","[-1.878924958092792, 4.0]","[-0.8381237846042177, 1.590894876570279]","[-0.5412546764752251, 1.5314560033293]","[-0.2958061784126392, 1.7853126406908868]","[-1.5483094557422843, 0.41797390928562395]","[1.4129131128764485, 2.435635877422018]","[-0.3637344430798432, 2.788123792669257]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[0.2846694368811292, 2.4817077671604175]","[-0.66635732831877, 1.726458819008754]","[-1.878924958092792, 4.0]","[1.1183655633281944, 2.228193105872746]","[-0.212960916133113, 0.982547978973965]","[-1.4651028352304485, 1.504449194857843]","[-0.9176147704340312, 2.0822282043238447]","[-0.0626666208573495, 1.7925621729650367]","[-0.3290730606450247, 1.7468297528518246]"
"[-1.2905470725120982, 0.1608225975386569]","[-0.800247297530117, 1.7022294967467555]","[-0.53670845337937, 1.250239425745686]","[-0.6837251232590129, 0.8137738754033235]","[0.7230959768788621, 2.2614927870465538]","[0.3467148858411001, 1.5879653307396677]","[-0.9211553976948684, 2.325442385789322]","[-1.890105597825969, 7.0]","[0.2622747649962493, 2.051833872151441]","[-0.9354118745838284, 0.513555139090759]","[-1.8886365873419335, 10.0]"
"[-0.6450549607432075, 1.9367600942217984]","[-1.8959374607576165, 1.860923845132794]","[-0.1332838333877396, 1.1077447054977474]","[1.0694521875731977, 2.3565999063552048]","[-1.878924958092792, 4.0]","[-0.920277747045104, 0.13335631045735075]","[1.1719573685183258, 2.3429344413218542]","[0.2036718195762482, 1.4982909264464657]","[0.6090078876738516, 2.3959449535934656]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[-1.6811333735973455, 2.5606043387023227]","[-0.4643801343506126, 2.12029337283259]","[0.1349187099759141, 2.0026928664959387]","[-1.139453598794113, 1.626465065735339]","[0.6915491610038337, 2.1894439113037514]","[-0.6682501729286013, 2.7415020091192766]","[-0.7884412570498837, 0.21439549849248785]","[-1.296232194469533, 0.7198417023380359]","[-1.2660915012818224, 0.10547980480963104]","[-0.2696487027612073, 2.158426470331408]","[-1.6243510767189089, -0.42648068977537257]"
"[-1.470187953439662, 0.9399781849998845]","[-0.777151770297998, 0.6702795336616384]","[-1.0159957071516412, 1.2685159635092493]","[-1.0283233936495595, 1.9022248481105168]","[-1.4631878423964764, 1.6386180728163753]","[-0.8860956088673102, 2.072836962115348]","[-0.1657210218500902, 1.3781501008703418]","[-1.890105597825969, 7.0]","[-0.8078082315843705, 1.5355961190145961]","[-1.8708523255393112, 9.0]","[-0.5412056573623747, 2.1830570330360617]"
"[-0.7523160015853599, 2.3294029887287033]","[0.2542457599090956, 2.289834584461366]","[-1.6228889560474042, -0.39603074380998726]","[-1.4148818948158954, 1.589911065131877]","[-1.2320948163078158, 1.9111847696917792]","[-1.8983699700603205, 5.0]","[-0.4749619363435076, 1.3173411193278177]","[-1.2910972353463932, 0.8059598042141662]","[-0.3592961627477288, 1.301072752545363]","[-1.777794448912626, 1.5568614466555144]","[-1.8886365873419335, 10.0]"
"[-0.3696017279626679, 2.5071285138478556]","[0.9108123012512128, 2.462276789027056]","[-1.3806365661232494, 2.620318337475131]","[0.2988776033242542, 1.7688201216846071]","[-0.7678544030322912, 1.8043321677732187]","[0.0510817049388438, 2.434935838061376]","[-1.0079123621674495, 0.5083639740910193]","[-0.2117293537742477, 1.5401537319765637]","[-1.595921983680631, 2.058204042295138]","[-1.154727942254401, 1.9758223939348032]","[0.4570314874209502, 1.5289342677166426]"
